YMTGDP,ITMCDP,CLRCDP,ACT,CONSUME
201201,item_1,property_no_1,0,0
201201,item_1,property_no_2,9723,1323
201201,item_2,property_no_1,46529.2,22881.5
201201,item_2,property_no_2,3508211.6,353636.7
201201,item_3,property_no_1,200,0
201201,item_3,property_no_2,314790,0
201201,item_4,property_no_1,1993.4,0
201201,item_4,property_no_2,181,27.7
201201,item_5,property_no_1,77.5,0
201201,item_5,property_no_2,68.2,0
201201,item_6,property_no_2,166.5,0
201201,item_7,property_no_2,3400,0
201201,item_8,property_no_1,0,0
201201,item_8,property_no_2,94.2,0
201201,item_9,property_no_1,278.5,606
201201,item_9,property_no_2,48600.2,27764
201201,item_10,property_no_2,0,0
201201,item_11,property_no_2,15200,0
201201,item_12,property_no_1,0,0
201201,item_12,property_no_2,1800,0
201201,item_13,property_no_2,8400,0
201201,item_14,property_no_2,0,0
201201,item_15,property_no_1,0,0
201201,item_15,property_no_2,1312,0
201201,item_16,property_no_2,1828.7,10.5
201201,item_17,property_no_1,2061,0
201201,item_17,property_no_2,2912.6,0
201201,item_18,property_no_1,0,0
201201,item_18,property_no_2,73852,31203.1
201201,item_19,property_no_2,200,0
201201,item_20,property_no_1,0,0
201201,item_20,property_no_2,400,0
201201,item_21,property_no_2,66,0
201201,item_22,property_no_2,200,0
201201,item_23,property_no_2,270.1,0
201201,item_24,property_no_2,0,0
201201,item_25,property_no_1,0,0
201201,item_25,property_no_2,0,0
201201,item_26,property_no_2,0,0
201201,item_27,property_no_2,0,0
201201,item_28,property_no_2,0,0
201201,item_29,property_no_1,0,0
201201,item_29,property_no_2,0,0
201201,item_30,property_no_2,58.7,0
201201,item_31,property_no_2,0,0
201201,item_32,property_no_2,0,0
201201,item_33,property_no_2,13347.1,86.7
201201,item_34,property_no_2,0,0
201201,item_35,property_no_2,0,0
201201,item_36,property_no_2,0,0
201201,item_37,property_no_1,0,650
201201,item_37,property_no_2,0,0
201201,item_38,property_no_1,0,0
201201,item_38,property_no_2,0,0
201201,item_39,property_no_2,401,0
201202,item_1,property_no_1,0,0
201202,item_1,property_no_2,6709.8,2888.7
201202,item_2,property_no_1,21249,25056.2
201202,item_2,property_no_2,2945968.1,562243.5
201202,item_3,property_no_1,0,0
201202,item_3,property_no_2,315390,0
201202,item_4,property_no_1,1791.4,202
201202,item_4,property_no_2,170.3,10.7
201202,item_5,property_no_1,77.5,0
201202,item_5,property_no_2,68.2,0
201202,item_6,property_no_2,166.5,0
201202,item_7,property_no_2,3400,0
201202,item_8,property_no_1,0,0
201202,item_8,property_no_2,94.2,0
201202,item_9,property_no_1,3855.2,0
201202,item_9,property_no_2,13170.4,35429.8
201202,item_11,property_no_2,15000,0
201202,item_12,property_no_1,0,0
201202,item_12,property_no_2,0,0
201202,item_13,property_no_2,8400,0
201202,item_15,property_no_1,0,0
201202,item_15,property_no_2,2132,0
201202,item_16,property_no_2,1828.7,0
201202,item_17,property_no_1,2009.6,51.4
201202,item_17,property_no_2,2912.6,0
201202,item_18,property_no_1,0,0
201202,item_18,property_no_2,103321.9,40530.1
201202,item_19,property_no_2,0,0
201202,item_20,property_no_1,0,0
201202,item_20,property_no_2,0,0
201202,item_21,property_no_2,581,0
201202,item_22,property_no_2,200,0
201202,item_23,property_no_2,270.1,0
201202,item_24,property_no_2,0,0
201202,item_25,property_no_1,0,0
201202,item_25,property_no_2,2700,0
201202,item_26,property_no_2,0,0
201202,item_27,property_no_2,0,0
201202,item_28,property_no_2,0,0
201202,item_29,property_no_1,0,0
201202,item_29,property_no_2,0,0
201202,item_30,property_no_2,58.7,0
201202,item_31,property_no_2,0,0
201202,item_32,property_no_2,0,0
201202,item_33,property_no_2,36028.7,2318.4
201202,item_34,property_no_2,300,0
201202,item_35,property_no_2,0,0
201202,item_37,property_no_1,0,3800
201202,item_37,property_no_2,0,0
201202,item_38,property_no_1,0,0
201202,item_38,property_no_2,0,0
201202,item_39,property_no_2,401,0
201202,item_40,property_no_2,0,0
201203,item_1,property_no_1,0,0
201203,item_1,property_no_2,7056.9,5447.9
201203,item_2,property_no_1,22808,24919.7
201203,item_2,property_no_2,2371529.3,612598.8
201203,item_3,property_no_1,0,0
201203,item_3,property_no_2,268990,0
201203,item_4,property_no_1,1791.4,0
201203,item_4,property_no_2,170.3,0
201203,item_5,property_no_1,0,0
201203,item_5,property_no_2,68.2,0
201203,item_6,property_no_2,166.5,0
201203,item_7,property_no_2,3000,0
201203,item_8,property_no_1,0,0
201203,item_8,property_no_2,94.2,0
201203,item_9,property_no_1,1768,2222
201203,item_9,property_no_2,6647.6,27372.8
201203,item_11,property_no_2,13000,0
201203,item_12,property_no_1,0,0
201203,item_12,property_no_2,200,0
201203,item_13,property_no_2,8400,0
201203,item_15,property_no_1,0,0
201203,item_15,property_no_2,125,0
201203,item_16,property_no_2,1827.4,1.3
201203,item_17,property_no_1,2009.6,0
201203,item_17,property_no_2,2912.6,0
201203,item_18,property_no_1,0,0
201203,item_18,property_no_2,68559.5,34762.4
201203,item_19,property_no_2,400,0
201203,item_20,property_no_1,0,0
201203,item_20,property_no_2,0,0
201203,item_21,property_no_2,3,0
201203,item_22,property_no_2,200,0
201203,item_23,property_no_2,270.1,0
201203,item_24,property_no_2,0,0
201203,item_25,property_no_1,0,0
201203,item_25,property_no_2,1400,0
201203,item_26,property_no_2,0,0
201203,item_27,property_no_2,0,0
201203,item_28,property_no_2,0,0
201203,item_29,property_no_1,0,0
201203,item_29,property_no_2,0,0
201203,item_30,property_no_2,58.7,0
201203,item_31,property_no_2,0,0
201203,item_32,property_no_2,0,0
201203,item_33,property_no_2,32376.6,3652.1
201203,item_34,property_no_2,600,0
201203,item_35,property_no_2,1,0
201203,item_37,property_no_1,0,0
201203,item_37,property_no_2,0,21000
201203,item_38,property_no_1,0,0
201203,item_38,property_no_2,0,0
201203,item_39,property_no_2,401,0
201203,item_40,property_no_2,0,0
201204,item_1,property_no_1,0,0
201204,item_1,property_no_2,7043.1,10.1
201204,item_2,property_no_1,13203.2,9609.1
201204,item_2,property_no_2,1830944.6,547534.7
201204,item_3,property_no_1,0,0
201204,item_3,property_no_2,144390,0
201204,item_4,property_no_1,1791.4,0
201204,item_4,property_no_2,170.3,0
201204,item_5,property_no_1,0,0
201204,item_5,property_no_2,0,410.1
201204,item_6,property_no_2,166.5,0
201204,item_7,property_no_2,2000,0
201204,item_8,property_no_1,0,0
201204,item_8,property_no_2,94.2,0
201204,item_9,property_no_1,1392.5,404
201204,item_9,property_no_2,15517.3,18930.3
201204,item_11,property_no_2,8800,0
201204,item_12,property_no_1,400,0
201204,item_12,property_no_2,0,0
201204,item_13,property_no_2,8400,0
201204,item_15,property_no_1,0,0
201204,item_15,property_no_2,607,0
201204,item_16,property_no_2,1827.4,0
201204,item_17,property_no_1,2009.6,0
201204,item_17,property_no_2,2912.6,0
201204,item_18,property_no_2,41903.2,55856.3
201204,item_19,property_no_2,12600,0
201204,item_20,property_no_1,0,0
201204,item_20,property_no_2,0,0
201204,item_21,property_no_2,110,0
201204,item_22,property_no_2,200,0
201204,item_23,property_no_2,270.1,0
201204,item_24,property_no_2,0,0
201204,item_25,property_no_1,0,0
201204,item_25,property_no_2,0,0
201204,item_26,property_no_2,0,0
201204,item_27,property_no_2,0,0
201204,item_28,property_no_2,0,0
201204,item_29,property_no_1,0,0
201204,item_29,property_no_2,0,0
201204,item_30,property_no_2,58.7,0
201204,item_31,property_no_2,0,0
201204,item_32,property_no_2,0,0
201204,item_33,property_no_2,29268.4,3108.2
201204,item_34,property_no_2,1200,0
201204,item_35,property_no_2,0,0
201204,item_37,property_no_1,0,0
201204,item_37,property_no_2,0,28000
201204,item_38,property_no_1,0,0
201204,item_38,property_no_2,0,0
201204,item_39,property_no_2,401,0
201204,item_40,property_no_2,0,0
201205,item_1,property_no_1,0,0
201205,item_1,property_no_2,4702,2289.7
201205,item_2,property_no_1,1317.5,11885.7
201205,item_2,property_no_2,1361348.2,477796.4
201205,item_3,property_no_1,0,0
201205,item_3,property_no_2,166990,0
201205,item_4,property_no_1,1791.4,0
201205,item_4,property_no_2,168.9,1.4
201205,item_5,property_no_1,0,0
201205,item_5,property_no_2,0,0
201205,item_6,property_no_2,166.5,0
201205,item_7,property_no_2,200,0
201205,item_8,property_no_1,0,0
201205,item_8,property_no_2,129,86.7
201205,item_9,property_no_1,947,475.8
201205,item_9,property_no_2,11431,24936.3
201205,item_11,property_no_2,6000,0
201205,item_12,property_no_1,471,0
201205,item_12,property_no_2,3162,0
201205,item_13,property_no_2,8400,0
201205,item_15,property_no_1,170,0
201205,item_15,property_no_2,507,0
201205,item_16,property_no_2,1827.4,0
201205,item_17,property_no_1,2009.6,0
201205,item_17,property_no_2,2912.6,0
201205,item_18,property_no_2,57855.2,64048
201205,item_19,property_no_2,2000,0
201205,item_20,property_no_1,0,0
201205,item_20,property_no_2,0,0
201205,item_21,property_no_2,100,0
201205,item_22,property_no_2,200,0
201205,item_23,property_no_2,270.1,0
201205,item_24,property_no_2,0,0
201205,item_41,property_no_2,0,0
201205,item_25,property_no_1,0,0
201205,item_25,property_no_2,0,0
201205,item_26,property_no_2,0,0
201205,item_27,property_no_2,0,0
201205,item_28,property_no_2,0,0
201205,item_29,property_no_1,0,0
201205,item_29,property_no_2,0,0
201205,item_30,property_no_2,37.7,21
201205,item_31,property_no_2,0,0
201205,item_32,property_no_2,0,0
201205,item_33,property_no_2,22043.5,7224.9
201205,item_34,property_no_2,600,0
201205,item_35,property_no_2,0,0
201205,item_37,property_no_1,0,0
201205,item_37,property_no_2,0,21000
201205,item_38,property_no_1,0,0
201205,item_38,property_no_2,0,0
201205,item_39,property_no_2,401,0
201205,item_40,property_no_2,0,0
201206,item_1,property_no_1,0,0
201206,item_1,property_no_2,3088.2,1531.6
201206,item_2,property_no_1,13356,2082.3
201206,item_2,property_no_2,923306.5,471841.7
201206,item_3,property_no_1,0,0
201206,item_3,property_no_2,91790,0
201206,item_4,property_no_1,1791.4,0
201206,item_4,property_no_2,160.7,8.2
201206,item_5,property_no_1,0,0
201206,item_5,property_no_2,0,0
201206,item_6,property_no_2,166.5,0
201206,item_7,property_no_2,0,0
201206,item_8,property_no_1,0,0
201206,item_8,property_no_2,-0.6,207.2
201206,item_9,property_no_1,-80.6,1379.8
201206,item_9,property_no_2,25599.9,10831.1
201206,item_11,property_no_2,2200,0
201206,item_12,property_no_1,0,0
201206,item_12,property_no_2,200,0
201206,item_13,property_no_2,8400,0
201206,item_15,property_no_1,230,0
201206,item_15,property_no_2,31,0
201206,item_16,property_no_2,1827.4,0
201206,item_17,property_no_1,2003.5,6.1
201206,item_17,property_no_2,2906.5,6.1
201206,item_18,property_no_2,117114.6,20740.6
201206,item_19,property_no_2,2200,0
201206,item_20,property_no_1,0,0
201206,item_20,property_no_2,0,0
201206,item_21,property_no_2,0,0
201206,item_22,property_no_2,200,0
201206,item_23,property_no_2,270.1,0
201206,item_24,property_no_2,0,0
201206,item_41,property_no_2,0,0
201206,item_25,property_no_1,683,0
201206,item_25,property_no_2,6377,0
201206,item_26,property_no_2,0,0
201206,item_27,property_no_2,0,0
201206,item_28,property_no_2,0,0
201206,item_29,property_no_1,0,0
201206,item_29,property_no_2,0,0
201206,item_30,property_no_2,37.7,0
201206,item_31,property_no_2,0,0
201206,item_32,property_no_2,0,0
201206,item_33,property_no_2,16399.4,5644.1
201206,item_34,property_no_2,0,0
201206,item_35,property_no_2,0,0
201206,item_37,property_no_1,0,1300
201206,item_37,property_no_2,0,25200
201206,item_38,property_no_1,0,0
201206,item_38,property_no_2,0,0
201206,item_39,property_no_2,401,0
201206,item_40,property_no_2,0,0
201207,item_1,property_no_1,0,0
201207,item_1,property_no_2,1254.9,11474.8
201207,item_2,property_no_1,10639.6,2716.4
201207,item_2,property_no_2,638022.1,285284.4
201207,item_3,property_no_1,0,0
201207,item_3,property_no_2,73990,0
201207,item_4,property_no_1,1791.4,0
201207,item_4,property_no_2,136.7,24
201207,item_5,property_no_1,0,0
201207,item_5,property_no_2,803.7,0
201207,item_6,property_no_2,166.5,0
201207,item_7,property_no_2,0,0
201207,item_8,property_no_1,0,0
201207,item_8,property_no_2,-0.6,0
201207,item_9,property_no_1,674.8,623.2
201207,item_9,property_no_2,7064.6,18535.3
201207,item_11,property_no_2,1800,0
201207,item_12,property_no_1,0,0
201207,item_12,property_no_2,0,0
201207,item_13,property_no_2,8390,0
201207,item_15,property_no_1,260,0
201207,item_15,property_no_2,389,0
201207,item_16,property_no_2,1827.4,0
201207,item_17,property_no_1,2003.5,0
201207,item_17,property_no_2,2882.5,24
201207,item_18,property_no_2,98819,18295.6
201207,item_19,property_no_2,1200,0
201207,item_20,property_no_1,0,0
201207,item_20,property_no_2,0,0
201207,item_21,property_no_2,0,0
201207,item_22,property_no_2,200,0
201207,item_23,property_no_2,270.1,0
201207,item_24,property_no_2,0,0
201207,item_41,property_no_2,0,0
201207,item_25,property_no_1,617,0
201207,item_25,property_no_2,6529,0
201207,item_26,property_no_2,0,0
201207,item_27,property_no_2,0,0
201207,item_28,property_no_2,0,0
201207,item_42,property_no_2,0,0
201207,item_29,property_no_1,0,0
201207,item_29,property_no_2,0,0
201207,item_30,property_no_2,37.7,0
201207,item_31,property_no_2,0,0
201207,item_32,property_no_2,0,0
201207,item_33,property_no_2,12898.7,3500.7
201207,item_34,property_no_2,0,0
201207,item_35,property_no_2,0,0
201207,item_37,property_no_1,0,650
201207,item_37,property_no_2,0,0
201207,item_38,property_no_1,0,0
201207,item_38,property_no_2,0,0
201207,item_39,property_no_2,401,0
201207,item_40,property_no_2,0,0
201208,item_1,property_no_1,0,0
201208,item_1,property_no_2,3619.4,4012.2
201208,item_2,property_no_1,12371.2,26108.4
201208,item_2,property_no_2,557309.6,428492.5
201208,item_3,property_no_1,1000,0
201208,item_3,property_no_2,128390,0
201208,item_4,property_no_1,1791.4,0
201208,item_4,property_no_2,136.7,0
201208,item_5,property_no_1,0,0
201208,item_5,property_no_2,50.8,1971.8
201208,item_6,property_no_2,166.5,0
201208,item_7,property_no_2,0,0
201208,item_8,property_no_1,0,0
201208,item_8,property_no_2,-0.6,0
201208,item_9,property_no_1,1298,0
201208,item_9,property_no_2,1720.8,33773.8
201208,item_11,property_no_2,3600,0
201208,item_12,property_no_1,0,0
201208,item_12,property_no_2,0,0
201208,item_13,property_no_2,0,0
201208,item_15,property_no_1,0,0
201208,item_15,property_no_2,1826,0
201208,item_16,property_no_2,1827.4,0
201208,item_17,property_no_1,2003.5,0
201208,item_17,property_no_2,2882.5,0
201208,item_18,property_no_2,87406.1,11412.9
201208,item_19,property_no_2,0,0
201208,item_20,property_no_1,0,0
201208,item_20,property_no_2,0,0
201208,item_21,property_no_2,0,0
201208,item_22,property_no_2,200,0
201208,item_23,property_no_2,268.7,1.4
201208,item_24,property_no_2,0,0
201208,item_41,property_no_2,0,0
201208,item_25,property_no_1,0,0
201208,item_25,property_no_2,0,0
201208,item_26,property_no_2,0,0
201208,item_27,property_no_2,0,0
201208,item_28,property_no_2,0,0
201208,item_42,property_no_2,0,0
201208,item_29,property_no_1,0,0
201208,item_29,property_no_2,0,0
201208,item_30,property_no_2,37.7,0
201208,item_31,property_no_2,0,0
201208,item_33,property_no_2,4929,7969.7
201208,item_34,property_no_2,400,0
201208,item_35,property_no_2,0,0
201208,item_37,property_no_1,0,0
201208,item_37,property_no_2,0,28650
201208,item_38,property_no_1,0,0
201208,item_38,property_no_2,0,0
201208,item_39,property_no_2,0,0
201208,item_40,property_no_2,0,0
201209,item_1,property_no_1,0,0
201209,item_1,property_no_2,3711.8,3670.4
201209,item_2,property_no_1,3743.1,6518
201209,item_2,property_no_2,422940.2,368381.9
201209,item_3,property_no_1,0,0
201209,item_3,property_no_2,71590,0
201209,item_4,property_no_1,1773.8,0
201209,item_4,property_no_2,126.2,0
201209,item_5,property_no_1,0,0
201209,item_5,property_no_2,51.1,0
201209,item_6,property_no_2,167.5,0
201209,item_7,property_no_2,200,0
201209,item_8,property_no_2,40.9,576.4
201209,item_9,property_no_1,449.7,1936.3
201209,item_9,property_no_2,101628.9,52281
201209,item_11,property_no_2,6600,0
201209,item_12,property_no_1,0,0
201209,item_12,property_no_2,1400,0
201209,item_13,property_no_2,0,0
201209,item_15,property_no_1,0,0
201209,item_15,property_no_2,2420,0
201209,item_16,property_no_2,1820.7,0
201209,item_17,property_no_1,1992.3,0
201209,item_17,property_no_2,2875.4,0
201209,item_18,property_no_2,77928.1,14935.7
201209,item_19,property_no_2,1600,0
201209,item_20,property_no_1,0,0
201209,item_20,property_no_2,0,0
201209,item_21,property_no_2,0,0
201209,item_22,property_no_2,200,0
201209,item_23,property_no_2,266.9,0
201209,item_24,property_no_2,0,0
201209,item_41,property_no_2,0,0
201209,item_25,property_no_1,344,0
201209,item_25,property_no_2,3883,0
201209,item_26,property_no_2,0,0
201209,item_27,property_no_2,0,0
201209,item_28,property_no_2,0,0
201209,item_42,property_no_2,0,0
201209,item_29,property_no_1,0,0
201209,item_29,property_no_2,0,0
201209,item_30,property_no_2,18.2,0
201209,item_31,property_no_2,0,0
201209,item_33,property_no_2,15030.1,7.6
201209,item_34,property_no_2,0,0
201209,item_35,property_no_2,0,0
201209,item_37,property_no_1,0,1720
201209,item_37,property_no_2,0,126000
201209,item_38,property_no_1,0,0
201209,item_38,property_no_2,0,0
201209,item_39,property_no_2,0,0
201209,item_40,property_no_2,0,0
201210,item_1,property_no_1,475.8,346.5
201210,item_1,property_no_2,8208,1632.2
201210,item_2,property_no_1,15337.3,2325.8
201210,item_2,property_no_2,500313.9,347756.3
201210,item_3,property_no_1,0,0
201210,item_3,property_no_2,63990,0
201210,item_4,property_no_1,1773.8,0
201210,item_4,property_no_2,10.7,715.5
201210,item_5,property_no_1,0,0
201210,item_5,property_no_2,353.6,80
201210,item_6,property_no_2,166.5,0
201210,item_7,property_no_2,0,0
201210,item_8,property_no_2,40.9,0
201210,item_9,property_no_1,449.7,0
201210,item_9,property_no_2,66775.9,34853
201210,item_11,property_no_2,5800,0
201210,item_12,property_no_1,0,0
201210,item_12,property_no_2,2600,0
201210,item_13,property_no_2,0,0
201210,item_15,property_no_1,0,0
201210,item_15,property_no_2,1193,0
201210,item_16,property_no_2,1820.7,0
201210,item_17,property_no_1,1992.3,0
201210,item_17,property_no_2,2874.4,0
201210,item_18,property_no_2,70925.6,17002.5
201210,item_19,property_no_2,2400,0
201210,item_20,property_no_1,0,0
201210,item_20,property_no_2,0,0
201210,item_21,property_no_2,0,0
201210,item_22,property_no_2,200,0
201210,item_23,property_no_2,266.9,0
201210,item_24,property_no_2,0,0
201210,item_41,property_no_2,0,0
201210,item_25,property_no_1,0,0
201210,item_25,property_no_2,0,0
201210,item_26,property_no_2,0,0
201210,item_27,property_no_2,0,0
201210,item_28,property_no_2,0,0
201210,item_42,property_no_2,0,0
201210,item_29,property_no_1,0,0
201210,item_29,property_no_2,0,0
201210,item_30,property_no_2,18.2,0
201210,item_31,property_no_2,0,0
201210,item_33,property_no_2,11668.4,3361.7
201210,item_34,property_no_2,0,0
201210,item_35,property_no_2,0,0
201210,item_37,property_no_1,0,0
201210,item_37,property_no_2,0,0
201210,item_38,property_no_1,0,0
201210,item_38,property_no_2,0,0
201210,item_39,property_no_2,0,0
201210,item_40,property_no_2,0,0
201211,item_1,property_no_1,0,860.8
201211,item_1,property_no_2,6275.8,5003.6
201211,item_2,property_no_1,7706.4,7630.9
201211,item_2,property_no_2,409678.3,379325.6
201211,item_3,property_no_1,0,0
201211,item_3,property_no_2,153190,0
201211,item_4,property_no_1,1773.8,0
201211,item_4,property_no_2,80.7,230
201211,item_5,property_no_1,0,0
201211,item_5,property_no_2,-0.1,331.4
201211,item_6,property_no_2,166.5,0
201211,item_7,property_no_2,0,0
201211,item_8,property_no_2,-0.1,483.6
201211,item_9,property_no_1,126.8,325.3
201211,item_9,property_no_2,35677.3,38048.6
201211,item_11,property_no_2,9000,0
201211,item_12,property_no_1,0,0
201211,item_12,property_no_2,8400,0
201211,item_13,property_no_2,0,0
201211,item_15,property_no_1,0,0
201211,item_15,property_no_2,334,0
201211,item_16,property_no_2,1820.7,0
201211,item_17,property_no_1,1992.3,0
201211,item_17,property_no_2,2874.4,0
201211,item_18,property_no_1,0,0
201211,item_18,property_no_2,71363.9,19561.7
201211,item_19,property_no_2,3000,0
201211,item_20,property_no_1,0,0
201211,item_20,property_no_2,0,0
201211,item_21,property_no_2,16,0
201211,item_22,property_no_2,200,0
201211,item_23,property_no_2,266.9,0
201211,item_24,property_no_2,0,0
201211,item_41,property_no_2,0,0
201211,item_25,property_no_1,0,0
201211,item_25,property_no_2,0,0
201211,item_26,property_no_2,0,0
201211,item_27,property_no_2,0,0
201211,item_28,property_no_2,0,0
201211,item_42,property_no_2,0,0
201211,item_29,property_no_1,0,0
201211,item_29,property_no_2,0,0
201211,item_30,property_no_2,18.2,0
201211,item_33,property_no_2,10455.4,5213
201211,item_34,property_no_2,0,0
201211,item_35,property_no_2,0,0
201211,item_37,property_no_1,0,0
201211,item_37,property_no_2,0,7000
201211,item_38,property_no_1,0,0
201211,item_38,property_no_2,0,0
201211,item_39,property_no_2,0,0
201211,item_40,property_no_2,0,0
201212,item_1,property_no_1,167.3,1.3
201212,item_1,property_no_2,1691.8,4480
201212,item_2,property_no_1,23330.4,12284.9
201212,item_2,property_no_2,637005.2,351403.1
201212,item_3,property_no_1,0,0
201212,item_3,property_no_2,173190,0
201212,item_4,property_no_1,1773.8,0
201212,item_4,property_no_2,80.7,0
201212,item_5,property_no_1,0,0
201212,item_5,property_no_2,-0.1,0
201212,item_6,property_no_2,166.5,0
201212,item_7,property_no_2,800,0
201212,item_8,property_no_2,-0.1,0
201212,item_9,property_no_1,126.8,0
201212,item_9,property_no_2,7868.2,23839.7
201212,item_11,property_no_2,8400,0
201212,item_12,property_no_1,0,0
201212,item_12,property_no_2,10800,0
201212,item_13,property_no_2,0,0
201212,item_15,property_no_1,8,0
201212,item_15,property_no_2,2783,0
201212,item_16,property_no_2,1820.7,0
201212,item_17,property_no_1,1992.3,0
201212,item_17,property_no_2,2874.4,0
201212,item_18,property_no_1,0,0
201212,item_18,property_no_2,87745.1,23618.8
201212,item_19,property_no_2,0,0
201212,item_20,property_no_2,0,0
201212,item_21,property_no_2,0,0
201212,item_22,property_no_2,200,0
201212,item_23,property_no_2,266.9,0
201212,item_24,property_no_2,0,0
201212,item_41,property_no_2,0,0
201212,item_25,property_no_1,0,0
201212,item_25,property_no_2,3386,0
201212,item_27,property_no_2,0,0
201212,item_28,property_no_2,0,0
201212,item_43,property_no_2,0,0
201212,item_42,property_no_2,0,0
201212,item_29,property_no_1,0,0
201212,item_29,property_no_2,0,0
201212,item_30,property_no_2,18.2,0
201212,item_33,property_no_2,14962,493.4
201212,item_34,property_no_2,0,0
201212,item_35,property_no_2,0,0
201212,item_37,property_no_1,0,0
201212,item_37,property_no_2,0,21250
201212,item_39,property_no_2,0,0
201212,item_40,property_no_2,0,0
201301,item_1,property_no_1,0,150.4
201301,item_1,property_no_2,4647.9,6628.7
201301,item_2,property_no_1,4610.6,18799.4
201301,item_2,property_no_2,1918694.6,330610.6
201301,item_3,property_no_1,0,0
201301,item_3,property_no_2,143190,0
201301,item_4,property_no_1,1773.8,0
201301,item_4,property_no_2,97.1,8.9
201301,item_5,property_no_1,0,0
201301,item_5,property_no_2,0,0
201301,item_6,property_no_2,161.4,2.6
201301,item_7,property_no_2,0,0
201301,item_8,property_no_2,131.6,2.6
201301,item_9,property_no_1,755.8,0
201301,item_9,property_no_2,33330.6,19826.2
201301,item_11,property_no_2,8400,0
201301,item_12,property_no_1,0,0
201301,item_12,property_no_2,10600,0
201301,item_13,property_no_2,0,0
201301,item_15,property_no_1,0,0
201301,item_15,property_no_2,1880,0
201301,item_16,property_no_2,0,0
201301,item_17,property_no_1,1992.3,0
201301,item_17,property_no_2,2869.1,2.6
201301,item_18,property_no_1,0,0
201301,item_18,property_no_2,54986.6,35291.9
201301,item_19,property_no_2,2800,0
201301,item_20,property_no_2,0,0
201301,item_21,property_no_2,100,0
201301,item_22,property_no_2,200,0
201301,item_23,property_no_2,266.9,0
201301,item_24,property_no_2,0,0
201301,item_41,property_no_2,0,0
201301,item_25,property_no_1,0,0
201301,item_25,property_no_2,5425,0
201301,item_27,property_no_2,0,0
201301,item_28,property_no_2,0,0
201301,item_43,property_no_2,0,0
201301,item_42,property_no_2,0,0
201301,item_29,property_no_1,0,0
201301,item_29,property_no_2,0,0
201301,item_30,property_no_2,18.2,0
201301,item_33,property_no_2,8773.6,6306.1
201301,item_34,property_no_2,5420,0
201301,item_35,property_no_2,0,0
201301,item_37,property_no_1,0,650
201301,item_37,property_no_2,0,49000
201301,item_39,property_no_2,0,0
201301,item_40,property_no_2,0,0
201302,item_1,property_no_1,0.1,665.3
201302,item_1,property_no_2,7100.4,3609.8
201302,item_2,property_no_1,14186.1,18326.6
201302,item_2,property_no_2,1513448.2,419166.4
201302,item_3,property_no_1,200,0
201302,item_3,property_no_2,147385,0
201302,item_4,property_no_1,1773.8,0
201302,item_4,property_no_2,0,92.1
201302,item_5,property_no_1,0,0
201302,item_5,property_no_2,0,0
201302,item_6,property_no_2,161.4,0
201302,item_7,property_no_2,0,0
201302,item_8,property_no_2,131.6,0
201302,item_9,property_no_1,577.4,1521.1
201302,item_9,property_no_2,43993.7,31036.9
201302,item_11,property_no_2,6600,0
201302,item_12,property_no_1,0,0
201302,item_12,property_no_2,10600,0
201302,item_13,property_no_2,0,0
201302,item_15,property_no_1,0,0
201302,item_15,property_no_2,696,0
201302,item_16,property_no_2,0,0
201302,item_17,property_no_1,1992.3,0
201302,item_17,property_no_2,2869.1,0
201302,item_18,property_no_1,0,0
201302,item_18,property_no_2,78988.8,35997.8
201302,item_19,property_no_2,3600,0
201302,item_20,property_no_2,0,0
201302,item_21,property_no_2,2,0
201302,item_22,property_no_2,700,0
201302,item_23,property_no_2,266.9,0
201302,item_24,property_no_2,0,0
201302,item_41,property_no_2,0,0
201302,item_25,property_no_1,0,0
201302,item_25,property_no_2,0,0
201302,item_27,property_no_2,0,0
201302,item_43,property_no_2,0,0
201302,item_42,property_no_2,0,0
201302,item_29,property_no_2,0,0
201302,item_30,property_no_2,18.2,0
201302,item_33,property_no_2,12783,990.6
201302,item_34,property_no_2,0,0
201302,item_35,property_no_2,0,0
201302,item_37,property_no_1,0,1300
201302,item_37,property_no_2,0,42000
201302,item_39,property_no_2,0,0
201302,item_40,property_no_2,0,0
201303,item_1,property_no_1,0.1,0
201303,item_1,property_no_2,1794.7,5179
201303,item_2,property_no_1,15830.7,26195.4
201303,item_2,property_no_2,1767854.9,651513.3
201303,item_3,property_no_1,0,0
201303,item_3,property_no_2,277378,0
201303,item_4,property_no_1,1773.8,0
201303,item_4,property_no_2,116.4,83.6
201303,item_5,property_no_1,70.3,1010
201303,item_5,property_no_2,0,343.5
201303,item_6,property_no_2,161.4,0
201303,item_7,property_no_2,0,0
201303,item_8,property_no_2,120.7,8.5
201303,item_9,property_no_1,250.7,346.5
201303,item_9,property_no_2,14380.8,29612.9
201303,item_11,property_no_1,0,0
201303,item_11,property_no_2,5800,0
201303,item_12,property_no_1,0,0
201303,item_12,property_no_2,8600,0
201303,item_13,property_no_2,0,0
201303,item_15,property_no_1,0,0
201303,item_15,property_no_2,685,0
201303,item_16,property_no_2,0,0
201303,item_17,property_no_1,1992.3,0
201303,item_17,property_no_2,2869.1,0
201303,item_18,property_no_1,0,0
201303,item_18,property_no_2,68015.7,70973.1
201303,item_19,property_no_2,7400,0
201303,item_21,property_no_2,6,0
201303,item_22,property_no_2,473.4,226.6
201303,item_23,property_no_2,266.9,0
201303,item_24,property_no_2,0,0
